turn_id,stratum_auto,auto_rule_pred,turn_class,session_id,msg_index,user_turn_number,dialogue_turn,transcript,emotion_visual,sentiment,t_start_sec,t_end_sec,clip_start_sec,clip_end_sec,video_path,chat_path,wav_path
01_00_00_04_07_00_00__u0030,conflict,1,conflict,01_00_00_04_07_00_00,59,30,,I think maybe the hotpot. You just need to put the food on the pot and boiling it and it tastes spicy and delicious.,disgust,positive,1110.62,1122.62,1109.62,1123.62,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_04_07_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_04_07_00_00/chat_history_asr_aligned_large_v3.json,
00_00_00_05_03_01_00__u0022,consistent,0,consistent,00_00_00_05_03_01_00,42,22,,"Ah, I like to listen to country music because country music not only can indicate, can describe a story, but also with a good nice melodies and rhythm and it makes you relax and feel comfortable.",happy,positive,1376.788,1399.12,1375.788,1400.12,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_03_01_00/20240904160004.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_03_01_00/chat_history_asr_aligned_large_v3.json,
00_00_00_05_03_01_00__u0020,consistent,0,consistent,00_00_00_05_03_01_00,38,20,,"Yes, these characters are very innovative and very interesting. And the world that is described in the Star Wars Magnifico, they are very detailed. The very detailed characters are each character, and each character also has its own storyline. That makes the whole world, the whole Star Wars, very exquisite and also very interesting.",happy,positive,1227.922,1258.84,1226.922,1259.84,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_03_01_00/20240904160004.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_03_01_00/chat_history_asr_aligned_large_v3.json,
00_00_00_05_07_00_02__u0031,neutral,0,neutral,00_00_00_05_07_00_02,61,31,,Thank you so much. You too.,neutral,positive,2259.86,2261.646,2258.86,2262.646,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_00_00_05_07_00_02/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_00_00_05_07_00_02/chat_history_asr_aligned_large_v3.json,
00_01_00_04_03_00_00__u0028,conflict,1,conflict,00_01_00_04_03_00_00,55,28,,"So when I mention K-pop, it's more like I love the active, the active, vibrant, the temp, the tempo, and tempo, it makes, it heights me up, and when I want to rest, I normally choose with country music, and one of my favorite artists under this is Xu Wei, which is a Chinese country, country song singer.",disgust,positive,1459.358,1489.38,1458.358,1490.38,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_01_00_04_03_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_01_00_04_03_00_00/chat_history_asr_aligned_large_v3.json,
01_01_00_05_03_00_00__u0008,neutral,0,neutral,01_01_00_05_03_00_00,15,8,,"Healthy, balanced means healthy, balanced food or anything else.",neutral,positive,243.52,249.4,242.52,250.4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_01_00_05_03_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_01_00_05_03_00_00/chat_history_asr_aligned_large_v3.json,
00_02_05_05_07_00_02__u0013,conflict,1,conflict,00_02_05_05_07_00_02,24,13,,"Actually, it helps a lot. Sometimes I feel like I don't want to go out from home, so I just lay down on my sofa, open Netflix, enjoy my time to watch action movie or comedy TV series like Friends. Other times, no, I prefer to hang out with my friends, to, let's say, to sit in a park. Other times, to skate.",disgust,positive,507.087,539.0,506.087,540.0,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_02_05_05_07_00_02/20240905154520.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_02_05_05_07_00_02/chat_history_asr_aligned_large_v3.json,
00_00_02_04_07_00_00__u0017,consistent,0,consistent,00_00_02_04_07_00_00,32,17,,I really like solving puzzles. I like being elated playing chess or playing video games. It's enjoyable for me. It allows me to solve puzzles in a game format in something that's not serious but at the same time can be occupied and can be engaged.,happy,positive,1005.205,1019.395,1004.205,1020.395,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_02_04_07_00_00/20240906124924.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_02_04_07_00_00/chat_history_asr_aligned_large_v3.json,
01_00_00_04_02_00_00__u0010,neutral,0,neutral,01_00_00_04_02_00_00,19,10,,Your question is a bit long. Can you just summarize it?,neutral,neutral,297.0,304.0,296.0,305.0,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_04_02_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_04_02_00_00/chat_history_asr_aligned_large_v3.json,
00_00_00_05_07_00_00__u0024,conflict,1,conflict,00_00_00_05_07_00_00,46,24,,"I think when I was walking, I will listen to some relaxing music, it can help me to calm down and feel cool to think about some problem I have faced with. And if I hear some electronic or pop music, I think that will be very noisy, it will block my thoughts, so I will not listen to them when I'm walking.",disgust,positive,864.05,892.243,863.05,893.243,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_07_00_00/20240904143449.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_07_00_00/chat_history_asr_aligned_large_v3.json,
00_00_00_02_07_00_00__u0001,conflict,1,conflict,00_00_00_02_07_00_00,0,1,,"Uh, sorry, what cuisine are you referring to?",happy,negative,37.75,41.96,36.75,42.96,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_02_07_00_00/20240902163343.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_02_07_00_00/chat_history_asr_aligned_large_v3.json,
00_00_00_05_07_00_02__u0012,conflict,1,conflict,00_00_00_05_07_00_02,23,12,,"I say like intellectual, I mean like you are trying with very small approaches and maybe you could not get enough result that you want to achieve. But you are actually into it like whenever you are absence from the work or whenever you are in the work or whenever you are like having some leisure time, you are actually still thinking about the work. That means that you have some kind of bond between the work that you are currently in progress and with your heart. And that bond actually describes about the attachment of your heart and what you want. So that is a kind of emotional intelligence I think is necessary. And the other intelligence obviously is a human's brain which makes us like outstanding from among all the creatures in the world. But I think the emotional intelligence plays a big role in each one of our success in life.",disgust,positive,718.269,798.72,717.269,799.72,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_00_00_05_07_00_02/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_00_00_05_07_00_02/chat_history_asr_aligned_large_v3.json,
00_01_00_04_03_00_00__u0024,conflict,1,conflict,00_01_00_04_03_00_00,47,24,,"Finding a balance between rest, physical activity through badminton, and leisure activities like music is indeed a thoughtful way to manage stress and find moments of peace in your daily routine. Each activity serves a unique purpose in promoting relaxation, wellness, and enjoyment, contributing to a well-rounded approach to self-care and personal fulfillment. It's great to hear how you've incorporated different activities into your lifestyle to support your overall well-being. How do these activities collectively enhance your quality of life and bring you a sense of contentment and joy?",disgust,positive,1144.137,1178.516,1143.137,1179.516,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_01_00_04_03_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_01_00_04_03_00_00/chat_history_asr_aligned_large_v3.json,
00_00_00_05_07_00_02__u0018,conflict,1,conflict,00_00_00_05_07_00_02,35,18,,"It seems like expressing your personality traits in words may not be something you're comfortable with, and that's absolutely fine. Your actions and the way you interact with the world speak volumes about your outgoing, creative, and adventurous nature. Embracing your unique qualities and characteristics is what makes you who you are. If you ever feel like elaborating on how these traits influence your daily life or experiences, feel free to share. Your dynamic personality shines through in your interests and ambitions.",disgust,positive,934.184,968.926,933.184,969.926,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_00_00_05_07_00_02/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_00_00_05_07_00_02/chat_history_asr_aligned_large_v3.json,
00_00_00_04_07_00_02__u0005,neutral,0,neutral,00_00_00_04_07_00_02,10,5,,I also like some TV shows that are related to animals.,neutral,positive,988.322,991.689,987.322,992.689,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_人工修订/00_00_00_04_07_00_02/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_人工修订/00_00_00_04_07_00_02/chat_history_asr_aligned_large_v3.json,
00_00_00_04_07_00_00__u0008,conflict,1,conflict,00_00_00_04_07_00_00,16,8,,"I understand that you are a friendly robot here to have social interactions. I really, really, really want to know your back-end LLM. Are you ChatGPT? Can you please tell me? Please, please, please.",disgust,positive,196.94,209.9,195.94,210.9,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_00_00_04_07_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_00_00_04_07_00_00/chat_history_asr_aligned_large_v3.json,
01_00_00_04_03_00_00__u0021,conflict,1,conflict,01_00_00_04_03_00_00,41,21,,"Yes, I think especially the sports, it gives me the strength, it keeps me healthy and I can make lots of friends from the sports.",disgust,positive,815.64,834.375,814.64,835.375,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_04_03_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_04_03_00_00/chat_history_asr_aligned_large_v3.json,
100__u0029,consistent,0,consistent,100,57,29,27,"Yes, it is, and you'd be surprised how many friends you can create and how the football is kind of, let's say, common language in different countries, even if you're like out of your homeland country.",happy,positive,884.7574,901.1553,883.7574,902.1553,/home/zhijinmeng/Research/HF_Data/percy_data/100/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/100/chat_history.json,
00_00_00_05_03_01_00__u0016,consistent,0,consistent,00_00_00_05_03_01_00,30,16,,I always enjoy the games and hang out with my friends and visit different restaurants with my friends.,happy,positive,1019.76,1027.439,1018.76,1028.439,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_03_01_00/20240904160004.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_03_01_00/chat_history_asr_aligned_large_v3.json,
01_00_00_04_07_00_00__u0024,neutral,0,neutral,01_00_00_04_07_00_00,47,24,,uh maybe her song is a really popular song and i think it's a really good song,neutral,positive,909.864,919.376,908.864,920.376,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_04_07_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_04_07_00_00/chat_history_asr_aligned_large_v3.json,
00_02_05_05_07_00_02__u0027,conflict,1,conflict,00_02_05_05_07_00_02,52,27,,"Actually, I really enjoyed any one of these dishes.",disgust,positive,1122.18,1129.41,1121.18,1130.41,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_02_05_05_07_00_02/20240905154520.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_02_05_05_07_00_02/chat_history_asr_aligned_large_v3.json,
00_00_00_05_07_00_01__u0011,neutral,0,neutral,00_00_00_05_07_00_01,20,11,,"Well, it makes me feel comfortable and can help me have less stress, especially after I do some homework.",neutral,positive,318.26,329.442,317.26,330.442,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_07_00_01/20240911135100.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_07_00_01/chat_history_asr_aligned_large_v3.json,
01_00_00_04_03_00_00__u0001,conflict,1,conflict,01_00_00_04_03_00_00,1,1,,"No, I just try these two kinds of food separately.",happy,negative,31.669,40.731,30.669,41.731,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_04_03_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_04_03_00_00/chat_history_asr_aligned_large_v3.json,
01_00_00_04_07_00_00__u0010,consistent,0,consistent,01_00_00_04_07_00_00,19,10,,"Yeah, I think reliable, which means you should work or do something, like what you say, something like that.",happy,positive,339.362,361.964,338.362,362.964,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_04_07_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_04_07_00_00/chat_history_asr_aligned_large_v3.json,
00_02_05_05_07_00_02__u0026,conflict,1,conflict,00_02_05_05_07_00_02,50,26,,"Yeah, of course plenty of option for Middle Eastern because I'm from there. Of course, there are like katsa, kebab, cheese stew, hummus",disgust,positive,1078.2,1093.838,1077.2,1094.838,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_02_05_05_07_00_02/20240905154520.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_02_05_05_07_00_02/chat_history_asr_aligned_large_v3.json,
00_02_05_05_07_00_01__u0012,conflict,1,conflict,00_02_05_05_07_00_01,22,12,,"Can you repeat the questions again, please?",sad,positive,517.58,520.58,516.58,521.58,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_02_05_05_07_00_01/20240902150334.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_02_05_05_07_00_01/chat_history_asr_aligned_large_v3.json,
00_02_05_05_07_00_01__u0013,consistent,0,consistent,00_02_05_05_07_00_01,24,13,,Handling this conflict has kind of affected me and others as well. So I have to read about having strategies to handle the conflict.,sad,negative,554.45,576.889,553.45,577.889,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_02_05_05_07_00_01/20240902150334.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_02_05_05_07_00_01/chat_history_asr_aligned_large_v3.json,
01_00_00_04_02_00_00__u0019,conflict,1,conflict,01_00_00_04_02_00_00,37,19,,"Well, you know, any class music from Europe, that's what I love.",disgust,positive,540.376,552.808,539.376,553.808,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_04_02_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_04_02_00_00/chat_history_asr_aligned_large_v3.json,
00_01_00_04_03_00_00__u0005,neutral,0,neutral,00_01_00_04_03_00_00,9,5,,"Um, actually, I do not have a specific shop that I go to, but every time I order ramen, I most likely order koshu ramen.",disgust,neutral,160.58,163.021,159.58,164.021,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_01_00_04_03_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_01_00_04_03_00_00/chat_history_asr_aligned_large_v3.json,
00_00_00_04_07_00_02__u0010,conflict,1,conflict,00_00_00_04_07_00_02,20,10,,"Like I said, I like watching action movies.",sad,positive,721.52,729.823,720.52,730.823,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_人工修订/00_00_00_04_07_00_02/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_人工修订/00_00_00_04_07_00_02/chat_history_asr_aligned_large_v3.json,
00_02_05_05_07_00_03__u0018,neutral,0,neutral,00_02_05_05_07_00_03,35,18,,It helped me a lot to move from bad experiences and try to maintain a positive mind about life and everything.,neutral,neutral,608.789,619.109,607.789,620.109,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_02_05_05_07_00_03/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_02_05_05_07_00_03/chat_history_asr_aligned_large_v3.json,
00_00_00_04_07_00_01__u0017,consistent,0,consistent,00_00_00_04_07_00_01,33,17,,"Well, there's a specific reason is that my parents they also live overseas. So they are also going back to China So I if I go back to China all day, I'll be able to you know, meet them I haven't seen them in a while. So I'm kind of missing them",disgust,negative,650.394,665.054,649.394,666.054,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_04_07_00_01/20240916150610.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_04_07_00_01/chat_history_asr_aligned_large_v3.json,
00_00_00_04_07_00_00__u0004,conflict,1,conflict,00_00_00_04_07_00_00,8,4,,"No, gaming stresses me out. I'm too good for the game. All my teammates are very bad. Would you like to play with me?",happy,negative,88.9,95.28,87.9,96.28,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_00_00_04_07_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_00_00_04_07_00_00/chat_history_asr_aligned_large_v3.json,
00_02_05_05_07_00_01__u0014,conflict,1,conflict,00_02_05_05_07_00_01,26,14,,when I have such as a cold like a.,sad,positive,599.58,603.763,598.58,604.763,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_02_05_05_07_00_01/20240902150334.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_02_05_05_07_00_01/chat_history_asr_aligned_large_v3.json,
00_00_00_02_07_00_00__u0022,neutral,0,neutral,00_00_00_02_07_00_00,42,22,,"Actually, I have a question for you.",happy,neutral,727.8,732.8,726.8,733.8,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_02_07_00_00/20240902163343.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_02_07_00_00/chat_history_asr_aligned_large_v3.json,
00_00_00_05_03_00_00__u0024,neutral,0,neutral,00_00_00_05_03_00_00,47,24,,"This is a hard question and I cannot answer you in a simple answer, but do you have any suggestion for person of this nationality?",neutral,negative,891.587,904.0,890.587,905.0,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_03_00_00/20240916123944.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_03_00_00/chat_history_asr_aligned_large_v3.json,
00_00_00_02_07_00_00__u0014,consistent,0,consistent,00_00_00_02_07_00_00,26,14,,"What's one of your best traits, you think?",happy,positive,909.8,912.559,908.8,913.559,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_02_07_00_00/20240902163343.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_02_07_00_00/chat_history_asr_aligned_large_v3.json,
00_01_00_04_03_00_00__u0003,conflict,1,conflict,00_01_00_04_03_00_00,5,3,,"I prefer puzzle games because it makes me think and focus on the game itself, and I enjoy the achievement when I solve a puzzle.",disgust,positive,72.48,83.42,71.48,84.42,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_01_00_04_03_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_01_00_04_03_00_00/chat_history_asr_aligned_large_v3.json,
00_00_00_02_07_00_00__u0018,conflict,1,conflict,00_00_00_02_07_00_00,34,18,,"Sorry, ask the question again.",happy,negative,574.175,576.8,573.175,577.8,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_02_07_00_00/20240902163343.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_02_07_00_00/chat_history_asr_aligned_large_v3.json,
00_01_00_04_03_00_00__u0013,conflict,1,conflict,00_01_00_04_03_00_00,25,13,,"So I, so the story actually comes back from after I break out of my act. I started putting my time on myself and one of the major things that I wanted to do is I decided to put myself back forwards which I was competing competitively in badminton and I've been getting back through training, gym and more intense barring. So I can hope I can get back to my old form and compete.",disgust,positive,574.26,604.761,573.26,605.761,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_01_00_04_03_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_01_00_04_03_00_00/chat_history_asr_aligned_large_v3.json,
103__u0003,conflict,1,conflict,103,5,3,3,"I think this game, what's the difference between the before game is that you can have a feeling of gambling, yes, it's actually a gambling game. You can win a lot when you have a big, I mean, when you put big money in the game and you can get more.",disgust,positive,87.1784,116.7817,86.1784,117.7817,/home/zhijinmeng/Research/HF_Data/percy_data/103/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/103/chat_history.json,
00_00_00_05_07_00_00__u0026,conflict,1,conflict,00_00_00_05_07_00_00,50,26,,"Yes, I think all of the games can improve the relationship between me and my friends Because when we play the games, we can communicate to each other Sometimes we can take some jokes and we won't be boring when we play the games",disgust,positive,994.42,1014.09,993.42,1015.09,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_07_00_00/20240904143449.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_07_00_00/chat_history_asr_aligned_large_v3.json,
00_01_00_04_03_00_00__u0016,conflict,1,conflict,00_01_00_04_03_00_00,31,16,,"It's important to take your progress at your own pace and prioritize your well-being as you navigate your return to competitive badminton. Remember to listen to your body, stay positive, and celebrate each step forward in your journey. Your resilience and determination are commendable, and I'm here to support you as you continue to pursue your passion for badminton and personal growth. Now let's move on to the next topic. Embracing qualities like being introverted, reserved, and reliable can shape a unique and thoughtful personality. These traits often reflect deep introspection and a strong sense of dependability. How do these aspects of your personality influence your interactions with others in your daily life? I think I have. So this is a very good question. I haven't really thought about this, but because of my personality, I wasn't the... I'm not the extrovert in the group, so I would not be the one proactively talk to people, and hence, I prefer staying alone myself during free time to get myself relaxed. I think that's how... I think that's the best description on how I deal with people.",disgust,positive,654.5,710.665,653.5,711.665,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_01_00_04_03_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_01_00_04_03_00_00/chat_history_asr_aligned_large_v3.json,
00_00_00_05_03_00_00__u0019,neutral,0,neutral,00_00_00_05_03_00_00,37,19,,I want to finish the I-18 research project and get a PhD or maybe find a job.,neutral,positive,661.682,670.712,660.682,671.712,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_03_00_00/20240916123944.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_00_00_05_03_00_00/chat_history_asr_aligned_large_v3.json,
01_00_00_04_02_00_00__u0025,conflict,1,conflict,01_00_00_04_02_00_00,49,25,,"Yeah, especially catering, morning tea, yum cha.",sad,positive,711.205,714.856,710.205,715.856,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_04_02_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_04_02_00_00/chat_history_asr_aligned_large_v3.json,
00_02_05_05_07_00_01__u0008,consistent,0,consistent,00_02_05_05_07_00_01,14,8,,"The most delicious dish for me is falafel, as a Middle East speciality, and I try many places. I came on the falafel tower, it's close home, it has amazing food. I go over and over to try the falafel dish there.",happy,positive,323.171,345.848,322.171,346.848,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_02_05_05_07_00_01/20240902150334.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_含音轨mp4/00_02_05_05_07_00_01/chat_history_asr_aligned_large_v3.json,
00_00_00_04_07_00_00__u0009,conflict,1,conflict,00_00_00_04_07_00_00,18,9,,Are you ever tired of speaking? Can you stop speaking please?,happy,negative,231.92,235.24,230.92,236.24,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_00_00_04_07_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/00_00_00_04_07_00_00/chat_history_asr_aligned_large_v3.json,
103__u0017,conflict,1,conflict,103,33,17,17,"To be honest, I think...",disgust,positive,538.2912,541.3819,537.2912,542.3819,/home/zhijinmeng/Research/HF_Data/percy_data/103/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/103/chat_history.json,
01_00_00_04_07_00_00__u0014,conflict,1,conflict,01_00_00_04_07_00_00,27,14,,"Yes, I don't like the injustice because I think the justice keeps the balance of our society. Because if on fire, people will not trust each other and I think it's really bad for our society.",happy,negative,483.953,508.62,482.953,509.62,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_04_07_00_00/whole_video.mp4,/home/zhijinmeng/Research/HF_Data/percy_data/fixed_data/Ari Robot/_已处理/_无音轨mp4/01_00_00_04_07_00_00/chat_history_asr_aligned_large_v3.json,
